customer_id,stock_code,score,rank
12361.0,20726,0.951077,3
12361.0,22383,0.89733815,4
12361.0,22384,0.89733815,5
12362.0,22630,0.19117574,1
12362.0,23084,0.18979464,2
12362.0,POST,0.113096006,3
12362.0,22553,0.10521226,4
12362.0,22551,0.10521226,5
12363.0,21212,0.85786754,1
12363.0,22952,0.82249945,2
12363.0,22060,0.80226064,3
12363.0,21213,0.776668,4
12363.0,22086,0.7674569,5
12364.0,21058,0.6800823,1
12364.0,21212,0.6453601,2
12364.0,21124,0.60650307,3
12364.0,22060,0.57355505,4
12364.0,22030,0.558868,5
12365.0,85123A,0.5109415,1
12365.0,21232,0.48885754,2
12365.0,22137,0.46593451,3
12365.0,22138,0.46593451,4
12365.0,22139,0.46593451,5
12366.0,21136,0.7972509,1
12366.0,85123A,0.7603398,2
12366.0,84879,0.7563328,3
12366.0,84946,0.7175081,4
12366.0,22157,0.7060003,5
12367.0,POST,0.6343224,1
12367.0,22553,0.6240762,2
12367.0,22551,0.6240762,3
12367.0,22630,0.6177499,4
12367.0,22138,0.60832673,5
12368.0,21231,0.8092372,1
12368.0,21232,0.72270143,2
12368.0,22137,0.62458235,3
12368.0,22138,0.62458235,4
12368.0,22139,0.62458235,5
12369.0,21500,0.38515878,1
12369.0,21503,0.32362193,2
12369.0,POST,0.2977028,3
12369.0,22242,0.28924945,4
12369.0,47559B,0.2852761,5
12370.0,20971,0.29017758,1
12370.0,22060,0.07973058,2
12370.0,20972,0.07954669,3
12370.0,22139,0.070926905,4
12370.0,22138,0.070926905,5
12371.0,85123A,0.23274934,1
12371.0,22865,0.14292715,2
12371.0,21232,0.11181504,3
12371.0,22113,0.102658555,4
12371.0,21481,0.08710757,5
12372.0,22551,0.8107039,1
12372.0,22553,0.8107039,2
12372.0,POST,0.7394743,3
12372.0,22549,0.68241596,4
12372.0,22630,0.6600449,5
12373.0,20728,0.8218015,1
12373.0,20727,0.7969926,2
12373.0,20719,0.7625828,3
12373.0,20726,0.6923531,4
12373.0,20724,0.68799245,5
12374.0,20728,0.45238718,1
12374.0,22137,0.38911813,2
12374.0,22138,0.38911813,3
12374.0,22139,0.38911813,4
12374.0,22865,0.38293868,5
12375.0,21930,0.74337137,1
12375.0,20728,0.7187074,2
12375.0,85099B,0.7039424,3
12375.0,POST,0.68785787,4
12375.0,22385,0.651849,5
12376.0,85123A,0.6702025,1
12376.0,22865,0.6689892,2
12376.0,20728,0.5387657,3
12376.0,22631,0.50884426,4
12376.0,85099B,0.48950043,5
12377.0,22630,0.23558964,1
12377.0,22030,0.1835329,2
12377.0,22328,0.16599272,3
12377.0,22551,0.12534975,4
12377.0,22553,0.12534975,5
12378.0,22630,-0.020759823,1
12378.0,22327,-0.13948001,2
12378.0,20728,-0.1417214,3
12378.0,22560,-0.15772222,4
12378.0,22562,-0.16584446,5
12379.0,20727,0.71822286,1
12379.0,20726,0.6698647,2
12379.0,20728,0.6601279,3
12379.0,22551,0.65510935,4
12379.0,22553,0.65510935,5
12380.0,20728,0.42801556,1
12380.0,20719,0.41654682,2
12380.0,20727,0.40261808,3
12380.0,20726,0.37731174,4
12380.0,POST,0.33789086,5
12381.0,23084,0.41491228,1
12381.0,22952,0.37456298,2
12381.0,22137,0.35727426,3
12381.0,22139,0.35727426,4
12381.0,22138,0.35727426,5
12383.0,21124,0.47330534,1
12383.0,21080,0.32624638,2
12383.0,POST,0.31832895,3
12383.0,21212,0.3006381,4
12383.0,47559B,0.29069605,5
12384.0,POST,0.53990066,1
12384.0,20685,0.5115811,2
12384.0,22137,0.49300706,3
12384.0,22138,0.49300706,4
12384.0,22139,0.49300706,5
12385.0,20685,0.5615567,1
12385.0,20728,0.4711912,2
12385.0,22727,0.43949044,3
12385.0,22382,0.43836457,4
12385.0,22381,0.43836457,5
12386.0,22086,0.66997254,1
12386.0,22560,0.66305834,2
12386.0,22952,0.64824265,3
12386.0,22557,0.63094056,4
12386.0,22083,0.62396485,5
12387.0,22551,0.7509528,1
12387.0,22553,0.7509528,2
12387.0,22952,0.7309887,3
12387.0,22083,0.7140508,4
12387.0,22086,0.6907407,5
12388.0,22083,0.49062246,1
12388.0,22086,0.4322122,2
12388.0,22082,0.4216984,3
12388.0,22084,0.36629182,4
12388.0,22666,0.340978,5
12389.0,POST,0.53566587,1
12389.0,22630,0.47578582,2
12389.0,22242,0.44929922,3
12389.0,22551,0.42990538,4
12389.0,22553,0.42990538,5
12390.0,22630,0.5352709,1
12390.0,22553,0.50294685,2
12390.0,22551,0.50294685,3
12390.0,POST,0.49680516,4
12390.0,23084,0.49388912,5
12391.0,85123A,-0.14724489,1
12391.0,20728,-0.23575832,2
12391.0,22751,-0.26422513,3
12391.0,20971,-0.27126738,4
12391.0,22562,-0.27588397,5
12392.0,22139,0.76378566,1
12392.0,22138,0.76378566,2
12392.0,22137,0.76378566,3
12392.0,85123A,0.64969784,4
12392.0,22178,0.6361439,5
12393.0,20727,0.6328402,1
12393.0,20728,0.5973949,2
12393.0,20726,0.5934275,3
12393.0,22384,0.5071258,4
12393.0,22383,0.5071258,5
12394.0,POST,0.74170667,1
12394.0,21242,0.5779144,2
12394.0,21238,0.5542381,3
12394.0,22553,0.5332417,4
12394.0,22551,0.5332417,5
12395.0,20728,0.32752934,1
12395.0,20727,0.30926782,2
12395.0,20726,0.2536781,3
12395.0,20719,0.23801443,4
12395.0,22384,0.19014822,5
12396.0,22090,0.64632607,1
12396.0,22083,0.60648686,2
12396.0,21242,0.59091246,3
12396.0,47590B,0.5741312,4
12396.0,22086,0.5357716,5
12397.0,22630,0.42818934,1
12397.0,23205,0.33876848,2
12397.0,23204,0.3225187,3
12397.0,POST,0.31063637,4
12397.0,23206,0.3021563,5
12398.0,POST,0.42644295,1
12398.0,22553,0.3827969,2
12398.0,22551,0.3827969,3
12398.0,23204,0.3377343,4
12398.0,23205,0.32394946,5
12399.0,20727,0.56568396,1
12399.0,20726,0.5042709,2
12399.0,21212,0.47119123,3
12399.0,21213,0.4485969,4
12399.0,20728,0.43863624,5
12400.0,22137,0.66327024,1
12400.0,22139,0.66327024,2
12400.0,22138,0.66327024,3
12400.0,20728,0.631057,4
12400.0,22384,0.61173666,5
12401.0,22137,0.642779,1
12401.0,22139,0.642779,2
12401.0,22138,0.642779,3
12401.0,22423,0.64248437,4
12401.0,15056N,0.6396086,5
12402.0,22383,0.75965136,1
12402.0,22384,0.75965136,2
12402.0,20727,0.7015452,3
12402.0,20728,0.6974116,4
12402.0,22382,0.6838898,5
12403.0,POST,0.75194526,1
12403.0,84993B,0.6785471,2
12403.0,84997D,0.6785471,3
12403.0,84997A,0.66936326,4
12403.0,84997B,0.66936326,5
12404.0,22138,0.6451691,1
12404.0,22139,0.6451691,2
12404.0,22137,0.6451691,3
12404.0,85123A,0.5737621,4
12404.0,POST,0.565656,5
12405.0,22551,0.57554865,1
12405.0,22553,0.57554865,2
12405.0,POST,0.52385026,3
12405.0,22137,0.49317187,4
12405.0,22138,0.49317187,5
12406.0,20728,0.39642507,1
12406.0,22551,0.370045,2
12406.0,22553,0.370045,3
12406.0,20727,0.30933195,4
12406.0,22381,0.27112672,5
12407.0,21232,0.64030796,1
12407.0,22064,0.5049634,2
12407.0,21213,0.43611324,3
12407.0,84992,0.42965394,4
12407.0,84993A,0.42965394,5
12408.0,22630,0.47088948,1
12408.0,22384,0.36324862,2
12408.0,22383,0.36324862,3
12408.0,22382,0.34613085,4
12408.0,22381,0.34613085,5
12409.0,22077,-0.13574612,1
12409.0,22137,-0.14006793,2
12409.0,22139,-0.14006793,3
12409.0,22138,-0.14006793,4
12409.0,22630,-0.16713901,5
12410.0,22624,0.5857847,1
12410.0,22627,0.4720769,2
12410.0,22077,0.4648723,3
12410.0,85123A,0.45555523,4
12410.0,22625,0.45544136,5
12411.0,22139,0.6851771,1
12411.0,22138,0.6851771,2
12411.0,22137,0.6851771,3
12411.0,20728,0.6630091,4
12411.0,22617,0.59965867,5
12412.0,22029,0.32845813,1
12412.0,22551,0.3050065,2
12412.0,22553,0.3050065,3
12412.0,22549,0.2885219,4
12412.0,22030,0.26811215,5
12413.0,20728,0.6242344,1
12413.0,22137,0.58940536,2
12413.0,22139,0.58940536,3
12413.0,22138,0.58940536,4
12413.0,POST,0.5568972,5
12414.0,20971,0.6115367,1
12414.0,POST,0.60193026,2
12414.0,22553,0.5822441,3
12414.0,22551,0.5822441,4
12414.0,20973,0.5238596,5
12415.0,22630,-0.54469645,1
12415.0,22030,-0.6907791,2
12415.0,22666,-0.6952531,3
12415.0,22624,-0.7262326,4
12415.0,22562,-0.7475215,5
12416.0,82581,0.76634026,1
12416.0,82580,0.7421982,2
12416.0,85151,0.7252385,3
12416.0,21174,0.7240251,4
12416.0,85152,0.719622,5
12417.0,POST,-0.21874434,1
12417.0,22624,-0.2507171,2
12417.0,22423,-0.2578301,3
12417.0,22847,-0.35174483,4
12417.0,22424,-0.36188507,5
12418.0,22561,0.40215334,1
12418.0,22083,0.38735038,2
12418.0,22030,0.34995237,3
12418.0,22084,0.31008923,4
12418.0,22082,0.29775128,5
12419.0,85123A,0.5525332,1
12419.0,22139,0.4965032,2
12419.0,22138,0.4965032,3
12419.0,22137,0.4965032,4
12419.0,84946,0.4913104,5
12420.0,21232,0.5571335,1
12420.0,85123A,0.4861875,2
12420.0,22139,0.47556293,3
12420.0,22138,0.47556293,4
12420.0,22137,0.47556293,5
12421.0,21232,0.53683215,1
12421.0,22064,0.38419294,2
12421.0,22059,0.27297175,3
12421.0,21231,0.26973072,4
12421.0,22060,0.26506886,5
12422.0,20728,0.5521392,1
12422.0,20727,0.4307907,2
12422.0,20726,0.3876157,3
12422.0,22384,0.38673615,4
12422.0,22383,0.38673615,5
12423.0,20727,0.35489747,1
12423.0,20726,0.31511822,2
12423.0,20728,0.31111634,3
12423.0,POST,0.28494194,4
12423.0,20719,0.27461463,5
12424.0,22083,0.55161864,1
12424.0,22060,0.5127511,2
12424.0,22082,0.4557399,3
12424.0,22086,0.40386114,4
12424.0,22090,0.3869609,5
12425.0,20728,0.38798267,1
12425.0,85123A,0.32663023,2
12425.0,22137,0.27437732,3
12425.0,22138,0.27437732,4
12425.0,22139,0.27437732,5
12426.0,22551,0.27218643,1
12426.0,22553,0.27218643,2
12426.0,20750,0.24893631,3
12426.0,POST,0.22960742,4
12426.0,22557,0.21785168,5
12427.0,POST,0.68938327,1
12427.0,22553,0.565668,2
12427.0,22551,0.565668,3
12427.0,22137,0.54274595,4
12427.0,22138,0.54274595,5
12428.0,22624,-0.22596368,1
12428.0,22666,-0.2484341,2
12428.0,22847,-0.27674615,3
12428.0,22030,-0.29950744,4
12428.0,22077,-0.29952464,5
12429.0,22727,0.33762136,1
12429.0,22721,0.33290705,2
12429.0,22726,0.31929523,3
12429.0,22722,0.31544703,4
12429.0,22725,0.3017886,5
12430.0,POST,0.61783564,1
12430.0,23084,0.562045,2
12430.0,22578,0.53981936,3
12430.0,22579,0.53981936,4
12430.0,22580,0.53458226,5
12431.0,20685,-0.07281636,1
12431.0,22727,-0.121430956,2
12431.0,22725,-0.14582348,3
12431.0,22721,-0.21532324,4
12431.0,22847,-0.2368406,5
12432.0,22139,0.18663359,1
12432.0,22138,0.18663359,2
12432.0,22137,0.18663359,3
12432.0,22630,0.15590379,4
12432.0,22617,0.10566347,5
12433.0,21232,-0.3459923,1
12433.0,85123A,-0.45303002,2
12433.0,21871,-0.4710889,3
12433.0,22865,-0.47228536,4
12433.0,22560,-0.50456387,5
12434.0,22090,0.36334375,1
12434.0,22082,0.35468048,2
12434.0,22083,0.35048988,3
12434.0,22086,0.32110357,4
12434.0,20685,0.27695972,5
12435.0,22630,0.4144441,1
12435.0,22727,0.40521836,2
12435.0,23084,0.39654255,3
12435.0,22725,0.36610135,4
12435.0,22733,0.3322051,5
12436.0,22952,0.7005834,1
12436.0,22083,0.6559889,2
12436.0,22086,0.63129526,3
12436.0,22082,0.62936884,4
12436.0,22090,0.61290264,5
12437.0,20728,-0.2268849,1
12437.0,22327,-0.22767073,2
12437.0,POST,-0.23031713,3
12437.0,21212,-0.24936776,4
12437.0,22329,-0.26300046,5
12438.0,22551,0.57126695,1
12438.0,22553,0.57126695,2
12438.0,22139,0.48810956,3
12438.0,22138,0.48810956,4
12438.0,22137,0.48810956,5
12439.0,85123A,0.66473633,1
12439.0,21755,0.49850637,2
12439.0,21232,0.437014,3
12439.0,84569D,0.31090704,4
12439.0,22139,0.2966098,5
12440.0,21238,0.9156309,1
12440.0,21242,0.8263561,2
12440.0,21244,0.7627032,3
12440.0,21243,0.7627032,4
12440.0,22138,0.7352164,5
12441.0,22083,0.72451645,1
12441.0,22082,0.697593,2
12441.0,22077,0.6354012,3
12441.0,22086,0.62918925,4
12441.0,22084,0.53971136,5
12442.0,POST,0.7315131,1
12442.0,21212,0.6980827,2
12442.0,22090,0.683323,3
12442.0,21080,0.6804686,4
12442.0,21213,0.6757753,5
12443.0,21232,0.5393585,1
12443.0,21231,0.4988818,2
12443.0,85123A,0.49073908,3
12443.0,22139,0.45236978,4
12443.0,22138,0.45236978,5
12444.0,22624,0.4386587,1
12444.0,22627,0.26739138,2
12444.0,22625,0.2488061,3
12444.0,22424,0.17632186,4
12444.0,84946,0.1696537,5
12445.0,22139,0.66160005,1
12445.0,22138,0.66160005,2
12445.0,22137,0.66160005,3
12445.0,85123A,0.5879454,4
12445.0,22620,0.49378932,5
12446.0,22139,0.4843715,1
12446.0,22138,0.4843715,2
12446.0,22137,0.4843715,3
12446.0,22383,0.45193884,4
12446.0,22384,0.45193884,5
12447.0,21238,0.7210457,1
12447.0,POST,0.64189714,2
12447.0,22551,0.5993608,3
12447.0,22553,0.5993608,4
12447.0,22555,0.59928614,5
12448.0,22138,0.53833634,1
12448.0,22137,0.53833634,2
12448.0,22139,0.53833634,3
12448.0,22562,0.5289475,4
12448.0,22077,0.5263591,5
12449.0,22727,0.21578716,1
12449.0,22630,0.2016355,2
12449.0,22733,0.18087709,3
12449.0,22725,0.15300266,4
12449.0,22562,0.13031818,5
12450.0,20728,0.6154582,1
12450.0,85123A,0.5880055,2
12450.0,22666,0.48922187,3
12450.0,20726,0.47920886,4
12450.0,20727,0.47640955,5
12451.0,20719,-0.29959247,1
12451.0,20728,-0.33932024,2
12451.0,POST,-0.35478786,3
12451.0,20727,-0.3839085,4
12451.0,22630,-0.38759536,5
12452.0,23084,0.8288484,1
12452.0,22553,0.6820291,2
12452.0,22551,0.6820291,3
12452.0,22549,0.6653136,4
12452.0,22620,0.6008854,5
12453.0,22139,0.5858639,1
12453.0,22138,0.5858639,2
12453.0,22137,0.5858639,3
12453.0,POST,0.47297856,4
12453.0,22077,0.46331614,5
12454.0,85123A,0.5057911,1
12454.0,82483,0.46922395,2
12454.0,82482,0.45638525,3
12454.0,22189,0.4048646,4
12454.0,82553,0.38723984,5
12455.0,85123A,-0.0010425787,1
12455.0,21755,-0.08601373,2
12455.0,21232,-0.0910674,3
12455.0,82482,-0.12937002,4
12455.0,82600,-0.15954165,5
12456.0,22423,0.2669489,1
12456.0,22424,0.22490786,2
12456.0,22077,0.20967363,3
12456.0,22138,0.18430129,4
12456.0,22137,0.18430129,5
12457.0,22553,0.5707508,1
12457.0,22551,0.5707508,2
12457.0,POST,0.5284831,3
12457.0,22630,0.51857054,4
12457.0,22139,0.4217558,5
12458.0,20728,0.54907775,1
12458.0,POST,0.4916451,2
12458.0,22384,0.38884515,3
12458.0,22383,0.38884515,4
12458.0,20727,0.378151,5
12459.0,22139,0.58886987,1
12459.0,22138,0.58886987,2
12459.0,22137,0.58886987,3
12459.0,21232,0.5770988,4
12459.0,21124,0.53475267,5
12460.0,POST,0.67714626,1
12460.0,22137,0.63036716,2
12460.0,22138,0.63036716,3
12460.0,22139,0.63036716,4
12460.0,22630,0.5549345,5
12461.0,22469,0.43810496,1
12461.0,22077,0.37685266,2
12461.0,22549,0.36140904,3
12461.0,22553,0.34818637,4
12461.0,22551,0.34818637,5
12462.0,21232,0.534551,1
12462.0,21231,0.41066045,2
12462.0,22423,0.34115565,3
12462.0,22137,0.33760974,4
12462.0,22139,0.33760974,5
12463.0,23084,0.33272433,1
12463.0,POST,0.31880614,2
12463.0,20727,0.22481713,3
12463.0,20728,0.22333685,4
12463.0,20726,0.20901476,5
12464.0,POST,0.84743077,1
12464.0,22624,0.8453184,2
12464.0,22625,0.77024,3
12464.0,22847,0.76751685,4
12464.0,22627,0.7646473,5
12465.0,22553,0.5708437,1
12465.0,22551,0.5708437,2
12465.0,22555,0.55337507,3
12465.0,22139,0.5482431,4
12465.0,22138,0.5482431,5
12466.0,22137,0.63539016,1
12466.0,22139,0.63539016,2
12466.0,22138,0.63539016,3
12466.0,POST,0.59341794,4
12466.0,21232,0.5093772,5
12467.0,22952,0.8607265,1
12467.0,22084,0.8295771,2
12467.0,22086,0.8011306,3
12467.0,22083,0.7980522,4
12467.0,22082,0.70273703,5
12468.0,22327,0.380333,1
12468.0,POST,0.3400716,2
12468.0,22328,0.3084073,3
12468.0,20728,0.30037245,4
12468.0,20719,0.2917956,5
12469.0,21232,0.44111317,1
12469.0,21231,0.3381138,2
12469.0,20728,0.27542266,3
12469.0,47591D,0.2424576,4
12469.0,47559B,0.24124998,5
12470.0,85123A,0.74196845,1
12470.0,20728,0.5001894,2
12470.0,20971,0.46704823,3
12470.0,22137,0.4491251,4
12470.0,22138,0.4491251,5
12471.0,POST,-0.60084516,1
12471.0,22077,-0.8939838,2
12471.0,20719,-0.9675154,3
12471.0,21232,-0.9732786,4
12471.0,22137,-0.99172413,5
12472.0,POST,-0.407105,1
12472.0,22242,-0.43991643,2
12472.0,85049E,-0.4559637,3
12472.0,20728,-0.5325606,4
12472.0,21673,-0.5395107,5
12473.0,22077,0.09023357,1
12473.0,22553,0.06482761,2
12473.0,22551,0.06482761,3
12473.0,23084,0.032509033,4
12473.0,22327,0.020713562,5
12474.0,POST,-0.19454686,1
12474.0,22630,-0.20416476,2
12474.0,22553,-0.22098567,3
12474.0,22551,-0.22098567,4
12474.0,22328,-0.29623735,5
12475.0,22551,0.63798845,1
12475.0,22553,0.63798845,2
12475.0,22549,0.48545823,3
12475.0,22630,0.4823975,4
12475.0,22138,0.47738457,5
12476.0,22624,-0.27292785,1
12476.0,22077,-0.38369364,2
12476.0,84946,-0.41788122,3
12476.0,22625,-0.44418576,4
12476.0,22725,-0.44865203,5
12477.0,20685,-0.34462324,1
12477.0,21527,-0.3799,2
12477.0,22624,-0.4409343,3
12477.0,48194,-0.4444188,4
12477.0,21578,-0.5212926,5
12478.0,22551,0.64987797,1
12478.0,22553,0.64987797,2
12478.0,22137,0.62458754,3
12478.0,22138,0.62458754,4
12478.0,22139,0.62458754,5
12479.0,21212,0.74541366,1
12479.0,21213,0.6593342,2
12479.0,21080,0.63069516,3
12479.0,22030,0.60565835,4
12479.0,22029,0.54736376,5
12480.0,20728,0.050294187,1
12480.0,POST,0.031210754,2
12480.0,22630,0.020496609,3
12480.0,22077,-0.030447686,4
12480.0,22560,-0.06541124,5
12481.0,POST,-0.026585983,1
12481.0,22077,-0.17302385,2
12481.0,23084,-0.1858372,3
12481.0,22847,-0.20722389,4
12481.0,22137,-0.23403335,5
12482.0,20971,0.43418163,1
12482.0,20973,0.37280723,2
12482.0,22565,0.36929658,3
12482.0,22488,0.3333634,4
12482.0,22489,0.3144331,5
12483.0,20727,0.5891834,1
12483.0,20726,0.5587109,2
12483.0,20728,0.546728,3
12483.0,23084,0.46593717,4
12483.0,20719,0.46069682,5
12484.0,20971,-0.1653632,1
12484.0,85123A,-0.3151363,2
12484.0,47591D,-0.33798358,3
12484.0,20728,-0.36181116,4
12484.0,20972,-0.3917518,5
12485.0,20728,0.54509056,1
12485.0,22090,0.46498778,2
12485.0,22139,0.45474693,3
12485.0,22137,0.45474693,4
12485.0,22138,0.45474693,5
12486.0,20971,0.59030855,1
12486.0,20973,0.43862978,2
12486.0,22137,0.41081792,3
12486.0,22138,0.41081792,4
12486.0,22139,0.41081792,5
12487.0,85123A,0.76143444,1
12487.0,22137,0.7316705,2
12487.0,22138,0.7316705,3
12487.0,22139,0.7316705,4
12487.0,21726,0.7271016,5
12488.0,22137,0.52927697,1
12488.0,22138,0.52927697,2
12488.0,22139,0.52927697,3
12488.0,22748,0.49764013,4
12488.0,23084,0.4908361,5
12489.0,22137,0.6731599,1
12489.0,22138,0.6731599,2
12489.0,22139,0.6731599,3
12489.0,POST,0.63086,4
12489.0,22551,0.5748481,5
12490.0,20727,0.38608468,1
12490.0,20728,0.26731512,2
12490.0,20726,0.26678893,3
12490.0,20719,0.25031534,4
12490.0,22384,0.1746652,5
12491.0,20728,0.7232927,1
12491.0,POST,0.685833,2
12491.0,20727,0.6449175,3
12491.0,20971,0.62245136,4
12491.0,20726,0.5839446,5
12492.0,22553,0.6110707,1
12492.0,22551,0.6110707,2
12492.0,20728,0.5150438,3
12492.0,22865,0.4873388,4
12492.0,POST,0.46328133,5
12493.0,20728,0.75616086,1
12493.0,22384,0.7426303,2
12493.0,22383,0.7426303,3
12493.0,22382,0.73464113,4
12493.0,22381,0.73464113,5
12494.0,20719,0.402611,1
12494.0,20727,0.38815442,2
12494.0,20728,0.35506654,3
12494.0,20726,0.34223878,4
12494.0,21232,0.29554406,5
12495.0,84992,0.65512156,1
12495.0,84993A,0.65512156,2
12495.0,21232,0.6397887,3
12495.0,85123A,0.60995215,4
12495.0,21212,0.57110506,5
12496.0,85123A,0.69253314,1
12496.0,22137,0.6532152,2
12496.0,22138,0.6532152,3
12496.0,22139,0.6532152,4
12496.0,22086,0.52185786,5
12497.0,22557,0.51428044,1
12497.0,22139,0.4511393,2
12497.0,22137,0.4511393,3
12497.0,22138,0.4511393,4
12497.0,21912,0.40582106,5
12498.0,20728,0.7214751,1
12498.0,85123A,0.5838172,2
12498.0,22865,0.56741166,3
12498.0,20727,0.5647365,4
12498.0,22137,0.53010213,5
12499.0,21238,0.73852265,1
12499.0,21242,0.67605394,2
12499.0,20727,0.6080197,3
12499.0,20728,0.6047088,4
12499.0,21240,0.5867234,5
12500.0,POST,0.23070757,1
12500.0,20685,0.043935146,2
12500.0,22077,0.029502235,3
12500.0,22555,-0.0035540215,4
12500.0,22847,-0.010243523,5
12501.0,21238,0.29745427,1
12501.0,21242,0.21480305,2
12501.0,20728,0.17189062,3
12501.0,20727,0.1524293,4
12501.0,47591D,0.14182888,5
12502.0,22423,0.27243575,1
12502.0,22424,0.25412986,2
12502.0,22725,0.24385473,3
12502.0,22624,0.24121988,4
12502.0,22727,0.2137644,5
12503.0,POST,0.7591887,1
12503.0,84946,0.6390064,2
12503.0,22138,0.6225151,3
12503.0,22139,0.6225151,4
12503.0,22137,0.6225151,5
12504.0,21232,0.6366691,1
12504.0,84993A,0.6301048,2
12504.0,84992,0.6301048,3
12504.0,POST,0.6083321,4
12504.0,84986B,0.5497487,5
12505.0,22138,0.5520907,1
12505.0,22139,0.5520907,2
12505.0,22137,0.5520907,3
12505.0,22551,0.5242952,4
12505.0,22553,0.5242952,5
12506.0,22955,0.7416279,1
12506.0,22624,0.7134953,2
12506.0,22430,0.6845807,3
12506.0,22952,0.66031075,4
12506.0,22627,0.6189415,5
12507.0,21213,0.58690226,1
12507.0,21212,0.54465586,2
12507.0,84992,0.5194526,3
12507.0,84993A,0.5194526,4
12507.0,22955,0.4788141,5
12508.0,20971,0.5166805,1
12508.0,22138,0.42141867,2
12508.0,22139,0.42141867,3
12508.0,22137,0.42141867,4
12508.0,20973,0.41121843,5
12509.0,21249,0.6698227,1
12509.0,21248,0.6698227,2
12509.0,47566,0.6698227,3
12509.0,20728,0.6535964,4
12509.0,22139,0.6245452,5
12510.0,20728,0.23635642,1
12510.0,22139,0.16685748,2
12510.0,22138,0.16685748,3
12510.0,22137,0.16685748,4
12510.0,20971,0.1388759,5
12511.0,85123A,0.08083693,1
12511.0,22295,0.03205285,2
12511.0,21232,0.023218077,3
12511.0,21231,-0.10999773,4
12511.0,22137,-0.15989971,5
12512.0,85123A,0.69570833,1
12512.0,21755,0.48818743,2
12512.0,21429,0.45416054,3
12512.0,22469,0.41866118,4
12512.0,22077,0.41845733,5
12513.0,20728,0.7547551,1
12513.0,20727,0.71577823,2
12513.0,20726,0.64007324,3
12513.0,22384,0.6136911,4
12513.0,22383,0.6136911,5
12514.0,20728,0.37021276,1
12514.0,85123A,0.2981763,2
12514.0,22553,0.29463613,3
12514.0,22551,0.29463613,4
12514.0,22865,0.2488761,5
12515.0,21232,0.5708616,1
12515.0,22423,0.5583852,2
12515.0,85123A,0.53532356,3
12515.0,22666,0.52498007,4
12515.0,22624,0.51568,5
12516.0,20719,0.5784858,1
12516.0,20728,0.572002,2
12516.0,20727,0.5360614,3
12516.0,20726,0.48372075,4
12516.0,21213,0.48100242,5
12517.0,20728,0.28062057,1
12517.0,20727,0.17072879,2
12517.0,22384,0.08859508,3
12517.0,22383,0.08859508,4
12517.0,20726,0.08227308,5
12518.0,POST,0.5079226,1
12518.0,22553,0.4293262,2
12518.0,22551,0.4293262,3
12518.0,23084,0.34911183,4
12518.0,22328,0.34137565,5
12519.0,22137,0.62809676,1
12519.0,22138,0.62809676,2
12519.0,22139,0.62809676,3
12519.0,20728,0.54639775,4
