customer_id,stock_code,score
12495,21977,0.813319
12495,84992,0.8117992
12495,84991,0.7960033
12495,21976,0.7693795
12495,21975,0.76080567
12496,85175,0.3332532
12496,84832,0.32053217
12496,21614,0.3183779
12496,72800E,0.28635
12496,85174,0.26915997
12497,20983,1.5016818
12497,20981,1.4147058
12497,10135,1.2819035
12497,10133,1.2176807
12497,20982,1.2113109
12499,21918,1.0233524
12499,21790,0.94880944
12499,21791,0.9135519
12499,22549,0.9091399
12499,21915,0.90032774
12500,22354,1.2665439
12500,21844,1.1250751
12500,22558,1.0910157
12500,21577,1.07598
12500,21115,1.0639333
12501,21495,1.396595
12501,22553,1.3894324
12501,22554,1.3775806
12501,22759,1.3702712
12501,22557,1.3564613
12502,21754,1.385786
12502,20749,1.3076658
12502,21755,1.1693234
12502,21935,1.0596626
12502,85232B,1.0537746
12503,22652,0.71380925
12503,22440,0.62692034
12503,35832,0.6117636
12503,21291,0.6014221
12503,22426,0.5421593
12504,21975,0.97366965
12504,21212,0.9654162
12504,22417,0.8939096
12504,21121,0.8935716
12504,21976,0.8159292
12505,22555,0.9928944
12505,22557,0.97647053
12505,22489,0.97392976
12505,22629,0.9384214
12505,22622,0.9320235
12506,22961,0.50453454
12506,22993,0.49427354
12506,22720,0.47963142
12506,22666,0.46706235
12506,22966,0.4600625
12507,21975,1.1283524
12507,22417,1.118703
12507,22961,1.1103537
12507,21121,1.1061871
12507,22951,1.0771381
12509,20724,0.71568847
12509,20719,0.6519547
12509,22661,0.60621965
12509,22668,0.56815857
12509,22383,0.5551622
12510,85232B,1.2998073
12510,85014A,1.1800945
12510,21578,1.1772959
12510,22497,1.1508337
12510,21577,1.1448538
12511,22065,1.6722436
12511,21143,1.3252916
12511,84978,1.3180044
12511,22157,1.3014566
12511,84754,1.2834437
12513,22382,1.049278
12513,20725,1.0019367
12513,21124,0.9944578
12513,20728,0.983178
12513,21936,0.97425425
12514,16235,1.3087134
12514,21703,1.3087132
12514,20716,1.2140146
12514,20983,1.2074858
12514,21935,1.1297212
12515,21212,0.9111196
12515,84991,0.9080191
12515,84992,0.8951371
12515,84987,0.83077884
12515,84988,0.8049201
12516,21931,1.0619831
12516,22379,0.982466
12516,84991,0.975605
12516,22663,0.9586719
12516,20723,0.9561963
12517,23307,1.2308905
12517,22090,1.1230052
12517,23298,1.1208076
12517,23084,1.1152084
12517,23308,1.1007009
12518,22554,0.91917336
12518,22556,0.8832148
12518,22899,0.87527305
12518,22555,0.8410809
12518,21976,0.83933306
12519,21080,1.0917096
12519,21212,0.927173
12519,22139,0.8967413
12519,21156,0.82937026
12519,22617,0.8261647
12520,22951,1.1944804
12520,22907,1.169976
12520,22899,1.0826164
12520,22398,1.0616313
12520,22635,1.0477828
12521,21670,0.9750362
12521,23200,0.95311326
12521,21673,0.93726796
12521,21669,0.92655605
12521,21671,0.92643917
12523,22969,1.5371555
12523,21984,1.3024637
12523,22482,1.268012
12523,22151,1.2461241
12523,21980,1.2281079
12524,22435,1.3043103
12524,22444,1.26736
12524,22181,1.2074978
12524,22245,1.1694267
12524,22610,1.1673862
12525,20718,1.3494468
12525,22329,1.114247
12525,20750,1.0705738
12525,22348,1.0423418
12525,20719,1.0241414
12526,22418,1.0795591
12526,22549,1.0164759
12526,21790,1.0081763
12526,22492,0.9956002
12526,21791,0.98781204
12527,84375,1.0101182
12527,21123,0.9444847
12527,21975,0.9392333
12527,21210,0.92714536
12527,72741,0.917271
12528,21231,1.0352762
12528,22067,1.0334716
12528,22061,0.99592775
12528,21977,0.97441137
12528,37503,0.95485663
12529,21154,0.995865
12529,21844,0.9656144
12529,20914,0.9479093
12529,22073,0.9462422
12529,22348,0.943166
12530,22602,1.2353837
12530,22355,1.1659212
12530,22594,1.1500503
12530,22331,1.0943782
12530,84997A,1.0627995
12531,84691,1.2105861
12531,20665,1.1748164
12531,21156,1.1470299
12531,20979,1.1218985
12531,84970L,1.1200114
12533,21154,1.1621885
12533,21114,1.1119093
12533,84978,1.081156
12533,21094,1.0800463
12533,21086,1.0690434
12534,22938,1.231919
12534,23307,1.224365
12534,22961,1.140811
12534,21880,1.1383798
12534,21114,1.1074268
12535,21035,0.80288565
12535,46000M,0.76758206
12535,22113,0.765613
12535,22114,0.75963527
12535,84520B,0.7566217
12537,84755,1.1237669
12537,22335,1.069293
12537,22855,1.0683963
12537,22668,1.0641518
12537,22342,1.025318
12538,72351B,0.69463146
12538,72349B,0.60373193
12538,72351A,0.5938724
12538,22693,0.56997144
12538,16161P,0.5474398
12539,22045,1.7248902
12539,22567,1.67657
12539,84849B,1.5207334
12539,22244,1.4928575
12539,22617,1.4877015
12540,22904,1.7148621
12540,21429,1.6213435
12540,22418,1.487714
12540,22584,1.437082
12540,21186,1.4221127
12541,21498,1.0043125
12541,21977,0.9047861
12541,84991,0.8901563
12541,22951,0.8776367
12541,21238,0.85976106
12542,84378,1.2176399
12542,84380,1.0893526
12542,22196,1.0579703
12542,84991,1.0123256
12542,21807,0.99788904
12543,22333,1.096353
12543,22326,1.0450826
12543,22613,1.023742
12543,47591D,1.0047853
12543,21975,0.9639313
12545,21210,0.9015063
12545,21125,0.8110886
12545,21121,0.7975663
12545,21123,0.7831657
12545,22080,0.7774122
12547,21212,0.96602666
12547,22196,0.9645955
12547,21977,0.90364313
12547,22195,0.8895774
12547,22333,0.8652949
12548,21974,0.7459682
12548,84992,0.7147036
12548,84378,0.70928514
12548,84987,0.70882416
12548,22417,0.6826947
12549,21974,1.0820168
12549,22417,1.057281
12549,21156,0.9941042
12549,21975,0.9886546
12549,22938,0.9671319
12551,21931,0.9446416
12551,21930,0.909024
12551,20713,0.89331436
12551,85099F,0.8929737
12551,22411,0.8819555
12553,23310,1.1643505
12553,22531,1.1192559
12553,20665,1.1092918
12553,22551,1.1037964
12553,20718,1.1028025
12554,22224,1.0176522
12554,22045,0.96136546
12554,22046,0.90462613
12554,84950,0.8455393
12554,22634,0.83562297
12555,22310,0.004923272
12555,22604,0.004839727
12555,21785,0.004794531
12555,22347,0.004582271
12555,21943,0.004426327
12556,84879,1.0062917
12556,21136,0.9996336
12556,47566,0.832601
12556,22423,0.8075166
12556,22771,0.7713957
12557,22382,1.0329951
12557,22662,0.98136014
12557,20677,0.9790975
12557,20676,0.9641695
12557,20726,0.96223813
12559,22898,1.0885785
12559,22754,0.9232043
12559,20981,0.91816336
12559,22755,0.90779364
12559,22892,0.8778229
12560,23240,1.4540801
12560,22993,1.1390359
12560,23231,1.1133146
12560,22730,1.1099832
12560,23236,1.1003587
12561,16161P,0.8024694
12561,22705,0.7895825
12561,22986,0.73458505
12561,23231,0.72743154
12561,21212,0.722777
12562,22411,1.0616248
12562,20723,1.0456619
12562,23077,1.0367954
12562,85099C,1.004629
12562,22555,0.98831475
12563,84997A,0.8975216
12563,20674,0.8489951
12563,20676,0.8226538
12563,22554,0.82186955
12563,21245,0.8026084
12564,22352,0.93060195
12564,22382,0.8890779
12564,21559,0.8661275
12564,22662,0.84759974
12564,20725,0.8201635
12565,22557,0.99766576
12565,22554,0.85078794
12565,22551,0.8201315
12565,POST,0.7259886
12565,22360,0.5501439
12567,22544,1.5488431
12567,22502,1.4335985
12567,22539,1.4245368
12567,21577,1.3948534
12567,22540,1.3767623
12568,21498,0.73489565
12568,21499,0.7048911
12568,16156S,0.68706286
12568,21500,0.68561506
12568,21242,0.51006407
12569,22059,1.2007213
12569,22057,1.1124104
12569,22646,1.0456457
12569,47559B,1.0270643
12569,22644,1.0184572
12570,22310,0.0049232715
12570,22604,0.0048397267
12570,21785,0.0047945306
12570,22347,0.004582272
12570,21943,0.0044263266
12571,20983,0.7938708
12571,21212,0.72839487
12571,21975,0.6920048
12571,POST,0.69089603
12571,22333,0.69024086
12573,21591,1.148037
12573,21584,1.1313779
12573,21034,1.1169372
12573,21592,1.0772424
12573,21497,1.0212762
12574,21314,0.70003414
12574,84378,0.67461836
12574,22697,0.64403653
12574,22792,0.6311302
12574,22699,0.6247053
12575,20983,1.2205791
12575,20982,1.0316744
12575,22553,0.9744763
12575,22557,0.97305393
12575,20979,0.960107
12576,22908,1.2217226
12576,21894,1.1918054
12576,22499,1.1346555
12576,22577,1.1228203
12576,84970S,1.1120707
12577,11001,1.2851623
12577,22554,1.2021674
12577,22556,1.1884148
12577,22553,1.1842076
12577,21642,1.1662507
12578,22652,1.5182097
12578,22561,1.4482108
12578,21914,1.2912431
12578,22964,1.2630525
12578,22149,1.2623917
12580,22379,1.0489794
12580,20981,1.0431584
12580,22381,1.029754
12580,22662,1.0187193
12580,22380,1.0103997
12582,20914,1.398161
12582,22505,1.1508379
12582,21164,1.0947093
12582,21218,1.0917736
12582,22951,1.069422
12583,16237,1.4561636
12583,21746,1.412654
12583,22329,1.2070975
12583,22992,1.2053076
12583,22558,1.1973733
12584,22666,0.8710116
12584,48187,0.788454
12584,22960,0.7672916
12584,22624,0.7422994
12584,21411,0.726663
12585,21984,1.3449683
12585,21974,1.3420315
12585,22553,1.3075643
12585,22557,1.2676871
12585,22040,1.2349911
12586,22855,1.1799423
12586,84978,1.1428192
12586,22667,1.046911
12586,21754,1.0072424
12586,22666,0.993655
12588,84992,1.0636339
12588,22417,1.0210862
12588,21213,0.97259
12588,84378,0.9343358
12588,84380,0.9319209
12589,22353,1.2423096
12589,22326,1.136259
12589,21210,1.0713073
12589,84992,1.0491828
12589,22222,1.0353068
12590,22938,1.4428508
12590,22993,1.4126366
12590,22892,1.3602744
12590,22193,1.1606146
12590,22957,1.1114619
12591,22195,1.3379778
12591,22945,1.1303537
12591,22196,1.1036314
12591,22567,1.0728319
12591,22736,0.98868746
12592,21917,1.2183408
12592,21918,1.1273929
12592,22532,1.0360249
12592,21912,1.02116
12592,22530,1.0140201
12593,22383,0.9374429
12593,22631,0.91488016
12593,20728,0.89009297
12593,20725,0.88903266
12593,22326,0.79660726
12594,84596B,1.2633042
12594,84596F,1.2586892
12594,23077,1.2379048
12594,22621,1.2116804
12594,22418,1.2050047
12595,22534,0.8461755
12595,22556,0.8450978
12595,22554,0.820593
12595,22551,0.81291485
12595,22540,0.8065356
12596,21918,0.8452971
12596,22138,0.76362467
12596,22139,0.7494483
12596,21791,0.7449789
12596,22435,0.72451407
12597,22961,1.2452719
12597,22969,1.1646128
12597,21430,1.075197
12597,22759,1.0187727
12597,22467,0.9860297
12598,22992,1.1917007
12598,16237,1.1816325
12598,22328,1.1330469
12598,22431,1.1257443
12598,21936,1.1189013
12599,22440,1.1326407
12599,22492,1.0778229
12599,84692,1.0751519
12599,21976,1.0107354
12599,22417,0.9453522
12600,21787,1.1476225
12600,21136,1.074198
12600,21114,1.0466237
12600,20725,0.9870261
12600,21391,0.98230624
12601,22077,1.0329744
12601,22219,0.87337685
12601,84879,0.85950446
12601,82484,0.82693326
12601,23148,0.7921766
12604,22417,0.9583925
12604,21975,0.9381235
12604,21977,0.92987365
12604,84992,0.8687403
12604,21124,0.8666057
12605,21791,1.2805878
12605,21790,1.2114363
12605,21731,1.1426783
12605,22556,1.1212527
12605,21915,1.0962609
12606,22310,0.004923271
12606,22604,0.0048397267
12606,21785,0.0047945315
12606,22347,0.0045822705
12606,21943,0.004426327
12608,21136,0.8545024
12608,84836,0.79903805
12608,21733,0.7908091
12608,10133,0.6873651
12608,47566,0.6866797
12609,21577,1.4215379
12609,21787,1.2161329
12609,22212,1.1219568
12609,84670,1.1040059
12609,21871,1.0840342
12610,21500,1.1543834
12610,21498,1.1405308
12610,84879,1.1397698
12610,21495,1.0872358
12610,22585,1.0841906
12613,20975,1.5184908
12613,20979,1.4439101
12613,21980,1.4223354
12613,22329,1.3677053
12613,22740,1.3653524
12614,22112,0.78483695
12614,22114,0.7253543
